control,test
10.610000572956963,0.8715415830386568
9.933748519252688,1.0953548023777941
10.770788293077237,1.1128892337814769
11.703026797074546,1.0094876144251357
9.831626655919647,1.153710714875148
9.831644140849122,1.280911442783271
11.762861648515372,1.6143918277723692
10.898317986547847,1.2292800078871637
9.581009778979276,1.247948837912622
10.658826446419052,1.1732496689526124
9.587460157154727,0.7582764765577157
9.584997812447677,1.1840343780239262
10.338689819217826,1.203551797236731
8.043356539439445,1.7442294753091894
8.24396250837362,1.1467187829242473
9.482163781358363,1.2578481520250628
9.002334856843838,1.1821898518163203
10.415673409213966,0.9270474415356053
9.11395435956991,1.4471351332658795
8.576896558077914,1.3591849323545242
11.641915938901455,1.3679821880846854
9.840548239981839,0.9853878226711836
10.152917537992638,1.5056287199606222
8.563643181682668,0.8745835108717368
9.50123239838068,1.3220428461050608
10.199132558041008,1.6828525158072452
8.855191840045247,0.967129326845595
10.48111838953814,1.0625830108393763
9.441319795236472,1.2124215571447192
9.77034615647016,1.0767179778238551
9.440182457975691,0.8411007280101201
12.053676266502018,1.205426669331356
10.0666254556541,0.9509816644116263
8.954537860661965,1.296558296892916
10.957010331389895,0.9831295472973942
8.780801512780862,1.5387352411289463
10.303439728680065,1.0137680092243466
7.993951318068039,1.117536158853723
8.666481857923172,1.3730413739081757
10.290657216200616,0.9130555288023601
10.867466907695112,1.2411784852859291
10.263507219467318,1.4841071197135463
9.957834579256524,0.8283162722237237
9.760324564197408,1.2315426181697684
8.50637408025869,1.2484736287058953
9.314365918059634,1.3659101461498948
9.590419708927826,0.9116860900524315
11.206835170923144,0.8928972620560378
10.44695347839041,1.307436852263802
8.203362234538687,1.2568215514774668
10.426149427405456,1.2463608913278221
9.670887371356622,1.2679508471368195
9.360078069674154,1.0369944376448395
10.732435247615523,1.2422570818612257
11.179014491458187,1.2559413064922031
11.072813326858752,1.029270930944067
9.18723333776789,1.6097992650075703
9.751688819718456,1.2966124072051521
10.433795554444796,0.921956713129404
11.119955560385312,1.3377245619426117
9.570679436694766,0.9706966241988526
9.883273189853034,1.3670940358420516
8.90275325268358,1.4506840052766659
8.807039945354084,1.005346478370865
10.94634000084982,1.4067596290799724
11.525395630427926,1.282875708560712
10.004309220516944,1.3749635359987602
11.149762536255006,1.616778421097138
10.46614236667573,1.134787673899354
9.393947461345542,1.0204093630195648
10.46588631986646,0.9898592533342572
11.719008943286257,1.0064426858827764
10.042845268347902,1.1726521153818266
11.747345493441916,1.2667591943337448
7.290971464144421,1.2522554298492543
10.956326167159613,1.3761162310331052
10.173705127673651,1.192925425672529
9.762557171753851,1.5170451673603962
10.17872522701031,1.1304522125214598
7.964239105950049,1.8020380624826642
9.84704943945305,1.3307751532471264
10.461324888660009,0.9971395498063363
11.654957157649715,0.9490491879362497
9.529042217538565,1.2985562934297166
9.219954312918755,1.1397208733016835
9.546628748582467,1.3506501111707205
11.055903255352709,1.2964784655290476
10.431119931787563,1.1736134946522037
9.516805382988103,0.9994714134346088
10.627629816265724,0.8491593744456805
10.184387590055662,1.0895341357849202
11.112606914917526,1.3826897287227813
9.333313455020619,1.238171092429296
9.732039813873376,0.9097087747898026
9.663404816914252,1.228965708316516
8.522356580239293,1.2766964104389882
10.396368095073774,0.991132076854745
10.359023864871581,1.2245881488377437
10.08644583132422,1.20309696165035
9.831164702955467,0.9328316829881098
